Employee_ID,Employee_Name,Department,Salary,Performance_Score
1001,Usman,Marketing,85000.0,6.0
1002,Sana,Operations,60000.0,5.0
1003,Saad,IT,110000.0,6.0
1004,Danish,Finance,185000.0,3.0
1005,Zara,Finance,120000.0,4.0
1006,Usman,IT,180000.0,3.0
1007,Talha,Finance,200000.0,3.0
1008,Danish,IT,120000.0,4.0
1009,Danish,HR,150000.0,5.0
1010,Ayesha,IT,100000.0,1.0
1011,Zara,HR,170000.0,6.0
1012,Ahmed,Marketing,45000.0,6.0
1013,Sara,Marketing,170000.0,4.0
1014,Iqra,Unknown,120000.0,4.0
1015,Hina,Marketing,120000.0,1.0
1016,Sara,HR,180000.0,5.0
1017,Ali,Operations,80000.0,2.0
1018,Iqra,Operations,120000.0,1.0
1019,Iqra,Finance,200000.0,6.0
1020,Omar,Finance,95000.0,4.0
1021,Noor,Unknown,120000.0,4.0
1022,Laiba,Finance,80000.0,3.0
1023,Saad,Unknown,120000.0,5.0
1024,Saad,HR,170000.0,2.0
1025,Talha,IT,60000.0,5.0
1026,Iqra,Finance,180000.0,1.0
1027,Sana,Finance,200000.0,2.0
1028,Ahmed,Operations,200000.0,5.0
1029,Bilal,Unknown,135000.0,3.0
1030,Talha,IT,140000.0,2.0
1031,Usman,HR,160000.0,2.0
1032,Hamza,Operations,195000.0,1.0
1033,Usman,Finance,90000.0,2.0
1034,Nida,IT,105000.0,3.0
1035,Ayesha,Finance,115000.0,4.0
1036,Maryam,Marketing,40000.0,4.0
1037,Nida,Marketing,105000.0,4.0
1038,Hamza,Finance,120000.0,4.0
1039,Sara,IT,110000.0,1.0
1040,Sana,Unknown,130000.0,4.0
1041,Saad,Marketing,145000.0,4.0
1042,Usman,IT,160000.0,4.0
1043,Iqra,IT,185000.0,4.0
1044,Zara,Marketing,110000.0,1.0
1045,Saad,IT,105000.0,4.0
1046,Ahmed,HR,120000.0,6.0
1047,Maryam,Finance,150000.0,6.0
1048,Omar,IT,45000.0,1.0
1049,Ayesha,Finance,45000.0,1.0
1050,Nida,HR,45000.0,5.0
1051,Zara,Marketing,170000.0,3.0
1052,Ayesha,IT,165000.0,4.0
1053,Sara,HR,120000.0,5.0
1054,Hina,HR,105000.0,4.0
